Country,Unit,M unit,month ,bilateral trade,C export,C import
C-Malaysia,6,-11,2011.5,7542682,2342912,5199770
C-Malaysia,6,-10,2011.6,7818479,2326968,5491511
C-Malaysia,6,-9,2011.7,7723308,2577276,5146032
C-Malaysia,6,-8,2011.8,8218930,2376080,5842850
C-Malaysia,6,-7,2011.9,7982760,2336966,5645794
C-Malaysia,6,-6,2011.1,7320809,2323249,4997561
C-Malaysia,6,-5,2011.11,8009093,2814526,5194567
C-Malaysia,6,-4,2011.12,8334745,2871789,5462957
C-Malaysia,6,-3,2012.1,5770635,2164636,3605999
C-Malaysia,6,-2,2012.2,6051030,1677586,4373445
C-Malaysia,6,-1,2012.3,8559213,2701229,5857985
C-Malaysia,6,0,2012.4,6937998,2806236,4131763
C-Malaysia,6,1,2012.5,8350192,3635045,4715147
C-Malaysia,6,2,2012.6,8290867,3278471,5012396
C-Malaysia,6,3,2012.7,8003689,3114632,4889057
C-Malaysia,6,4,2012.8,7967233,2947426,5019807
C-Malaysia,6,5,2012.9,9118875,3212994,5905882
C-Malaysia,6,6,2012.1,7493101,3281181,4211920
C-Malaysia,6,7,2012.11,8101396,3444154,4657242
C-Malaysia,6,8,2012.12,10137822,4265709,5872113
C-Malaysia,6,9,2013.1,8700884,4221531,4479353
C-Malaysia,6,10,2013.2,6837836,2902208,3935628
C-Malaysia,6,11,2013.3,9196487,3385171,5811316
C-Malaysia,6,12,2013.4,9154752,4058616,5096136
C-Malaysia,6,13,2013.5,9254274,4041651,5212623
C-Malaysia,6,14,2013.6,7770210,3575025,4195185
C-Malaysia,6,15,2013.7,8812040,3912583,4898455
C-Malaysia,6,16,2013.8,9018915,4154781,4864134
C-Malaysia,6,17,2013.9,9258093,3461582,5796511
C-Malaysia,6,18,2013.1,8196445,3734840,4461605
C-Malaysia,6,19,2013.11,9627652,4310091,5317562
C-Malaysia,6,20,2013.12,9627652,4310091,5317562
C-Malaysia,6,21,2014.1,9251337,4307209,4944128
C-Malaysia,6,22,2014.2,5512287,1860791,3651496
C-Malaysia,6,23,2014.3,7901838,3411824,4490015
C-Malaysia,6,24,2014.4,8539340,3977139,4562201
C-Malaysia,6,25,2014.5,8355896,3913283,4442613
C-Malaysia,6,26,2014.6,8572506,3796215,4776290
C-Malaysia,6,27,2014.7,9018915,4154781,4864134
C-Malaysia,6,28,2014.8,8434913,4120782,4314131
C-Malaysia,6,29,2014.9,9306403,4031256,5275147
C-Malaysia,6,30,2014.1,8136073,3834379,4301693
C-Malaysia,6,31,2014.11,8583566,4145530,4438035
C-Malaysia,6,32,2014.12,10450556,4738941,5711615
C-Malaysia,6,33,2015.1,8699340,4549379,4149961
C-Malaysia,6,34,2015.2,7021168,3802226,3218942
C-Malaysia,6,35,2015.3,7552998,2921948,4631050
C-Malaysia,6,36,2015.4,7687189,3252766,4434423
C-Malaysia,6,37,2015.5,8529303,4212862,4316441
C-Malaysia,6,38,2015.6,9363395,4130160,5233236
C-Malaysia,6,39,2015.7,8245369,3800823,4444545
C-Malaysia,6,40,2015.8,8072388,3545046,4527342
C-Malaysia,6,41,2015.9,8139474,3553862,4585613
C-Malaysia,6,42,2015.1,7169849,3142695,4027154
C-Malaysia,6,43,2015.11,7772895,3497567,4275328
C-Malaysia,6,44,2015.12,9167724,3784605,5383119
C-Malaysia,6,45,2016.1,6493181,3213633,3279548
C-Malaysia,6,46,2016.2,4895600,1999483,2896118
C-Malaysia,6,47,2016.3,7031280,2871484,4159795
C-Malaysia,6,48,2016.4,7105403,3240397,3865006
C-Malaysia,6,49,2016.5,7412527,3674731,3737796
C-Malaysia,6,50,2016.6,7540421,3385795,4154626
C-Laos,7,-48,2008.4,24465,45941,5363
C-Laos,7,-47,2008.5,26832,16027,8439
C-Laos,7,-46,2008.6,26831,19137,7694
C-Laos,7,-45,2008.7,20020,11736,8284
C-Laos,7,-44,2008.8,46018,14979,31038
C-Laos,7,-43,2008.9,62286,32674,29611
C-Laos,7,-42,2008.1,26248,20673,5575
C-Laos,7,-41,2008.11,29149,19709,9440
C-Laos,7,-40,2008.12,40772,25878,14894
C-Laos,7,-39,2009.1,54881,36063,18818
C-Laos,7,-38,2009.2,51872,11267,40604
C-Laos,7,-37,2009.3,69885,32238,37617
C-Laos,7,-36,2009.4,52436,41287,11150
C-Laos,7,-35,2009.5,55637,36859,18779
C-Laos,7,-34,2009.6,42240,15417,26823
C-Laos,7,-33,2009.7,41164,20480,20680
C-Laos,7,-32,2009.8,62738,28338,34400
C-Laos,7,-31,2009.9,55169,32030,23139
C-Laos,7,-30,2009.1,54069,27225,26844
C-Laos,7,-29,2009.11,45187,36094,9093
C-Laos,7,-28,2009.12,127605,58982,68622
C-Laos,7,-27,2010.1,108413,56399,52014
C-Laos,7,-26,2010.2,81546,34536,47011
C-Laos,7,-25,2010.3,71728,55598,16131
C-Laos,7,-24,2010.4,165265,56717,108547
C-Laos,7,-23,2010.5,69646,51450,18196
C-Laos,7,-22,2010.6,67077,26802,40276
C-Laos,7,-21,2010.7,77325,29544,47781
C-Laos,7,-20,2010.8,51463,20736,30726
C-Laos,7,-19,2010.9,93041,20264,72777
C-Laos,7,-18,2010.1,53884,38923,14960
C-Laos,7,-17,2010.11,96546,32960,63586
C-Laos,7,-16,2010.12,108269,58261,50008
C-Laos,7,-15,2011.1,120163,41593,78570
C-Laos,7,-14,2011.2,136286,18704,117582
C-Laos,7,-13,2011.3,88982,38875,50107
C-Laos,7,-12,2011.4,101838,28530,73307
C-Laos,7,-11,2011.5,78992,31423,47569
C-Laos,7,-10,2011.6,66409,30823,35586
C-Laos,7,-9,2011.7,87889,22571,65318
C-Laos,7,-8,2011.8,100404,31788,68616
C-Laos,7,-7,2011.9,92225,47432,44793
C-Laos,7,-6,2011.1,61909,36695,25214
C-Laos,7,-5,2011.11,212111,74644,137467
C-Laos,7,-4,2011.12,133520,74529,58991
C-Laos,7,-3,2012.1,120719,50801,69918
C-Laos,7,-2,2012.2,133929,55325,78604
C-Laos,7,-1,2012.3,136866,74022,62844
C-Laos,7,0,2012.4,163512,101869,61643
C-Laos,7,1,2012.5,177434,99957,77476
C-Laos,7,2,2012.6,169118,112014,57105
C-Laos,7,3,2012.7,111926,60606,51320
C-Laos,7,4,2012.8,98474,51493,46981
C-Laos,7,5,2012.9,126839,77252,49588
C-Laos,7,6,2012.1,125380,70562,54819
C-Laos,7,7,2012.11,191824,81107,110717
C-Laos,7,8,2012.12,163236,99232,64003
C-Laos,7,9,2013.1,131950,84585,47364
C-Laos,7,10,2013.2,151119,71617,79502
C-Laos,7,11,2013.3,152704,63208,89495
C-Laos,7,12,2013.4,177253,128545,48708
C-Laos,7,13,2013.5,179988,107002,72986
C-Laos,7,14,2013.6,157096,79384,77713
C-Laos,7,15,2013.7,146101,88938,57163
C-Laos,7,16,2013.8,147096,74384,74713
C-Laos,7,17,2013.9,143689,97260,46429
C-Laos,7,18,2013.1,209091,154389,54702
C-Laos,7,19,2013.11,346307,234006,112301
C-Laos,7,20,2013.12,525835,304190,221645
C-Laos,7,21,2014.1,525835,304190,221645
C-Laos,7,22,2014.2,306288,165564,140724
C-Laos,7,23,2014.3,389259,164461,224798
C-Laos,7,24,2014.4,366238,179846,186392
C-Laos,7,25,2014.5,356033,238439,117594
C-Laos,7,26,2014.6,347673,203520,144153
C-Laos,7,27,2014.7,239081,105621,133460
C-Laos,7,28,2014.8,189237,76171,113066
C-Laos,7,29,2014.9,218769,82858,135912
C-Laos,7,30,2014.1,156958,92669,64288
C-Laos,7,31,2014.11,209229,96736,112493
C-Laos,7,32,2014.12,304121,137566,166554
C-Laos,7,33,2015.1,216214,111124,105090
C-Laos,7,34,2015.2,179346,92669,86677
C-Laos,7,35,2015.3,215911,113147,102764
C-Laos,7,36,2015.4,237464,119839,117625
C-Laos,7,37,2015.5,229377,135319,94058
C-Laos,7,38,2015.6,234597,102833,131764
C-Laos,7,39,2015.7,166810,72886,93924
C-Laos,7,40,2015.8,144626,63553,81074
C-Laos,7,41,2015.9,187808,74879,112929
C-Laos,7,42,2015.1,162682,53882,108800
C-Laos,7,43,2015.11,176538,92233,84305
C-Laos,7,44,2015.12,434583,244710,189874
C-Laos,7,45,2016.1,227282,99304,127978
C-Laos,7,46,2016.2,113127,35709,77418
C-Laos,7,47,2016.3,243756,101403,142353
C-Laos,7,48,2016.4,193269,92902,100367
C-Laos,7,49,2016.5,139999,48548,99145
C-Laos,7,50,2016.6,200808,87760,113047
C-Singapore,8,-48,2008.4,4487830,2690660,1916317
C-Singapore,8,-47,2008.5,4620448,2502389,1985441
C-Singapore,8,-46,2008.6,4620489,2857836,1762653
C-Singapore,8,-45,2008.7,5583621,3185385,2398237
C-Singapore,8,-44,2008.8,5170763,3392779,1777984
C-Singapore,8,-43,2008.9,4694168,2976933,1717236
C-Singapore,8,-42,2008.1,4333412,2873962,1495450
C-Singapore,8,-41,2008.11,3971965,2744752,1227213
C-Singapore,8,-40,2008.12,3718343,2347771,1370572
C-Singapore,8,-39,2009.1,3159889,2175527,984362
C-Singapore,8,-38,2009.2,2737809,1586598,1151211
C-Singapore,8,-37,2009.3,3227383,2026083,1201301
C-Singapore,8,-36,2009.4,3476845,2133491,1343354
C-Singapore,8,-35,2009.5,3796655,2397345,1309309
C-Singapore,8,-34,2009.6,3780894,2379885,1401009
C-Singapore,8,-33,2009.7,4602753,2451992,2150762
C-Singapore,8,-32,2009.8,4051752,2652684,1399067
C-Singapore,8,-31,2009.9,4492744,2870780,1644960
C-Singapore,8,-30,2009.1,4036641,2640918,1395723
C-Singapore,8,-29,2009.11,4652567,2982866,1669701
C-Singapore,8,-28,2009.12,5900063,3814217,2085846
C-Singapore,8,-27,2010.1,4512278,2771391,1740886
C-Singapore,8,-26,2010.2,3838393,2260213,1578180
C-Singapore,8,-25,2010.3,4860726,2823696,2037030
C-Singapore,8,-24,2010.4,4729826,2826934,1902891
C-Singapore,8,-23,2010.5,5055604,2869971,2185633
C-Singapore,8,-22,2010.6,4619271,2579165,2040106
C-Singapore,8,-21,2010.7,4659535,2727218,1932317
C-Singapore,8,-20,2010.8,4558058,2516101,2041957
C-Singapore,8,-19,2010.9,4936714,2656737,2279977
C-Singapore,8,-18,2010.1,4715119,2754576,1960544
C-Singapore,8,-17,2010.11,5282899,2950338,2332561
C-Singapore,8,-16,2010.12,5285021,2637408,2647613
C-Singapore,8,-15,2011.1,5568614,3048927,2519687
C-Singapore,8,-14,2011.2,3517946,1820006,1697941
C-Singapore,8,-13,2011.3,6081892,3488986,2592905
C-Singapore,8,-12,2011.4,5643032,3296029,2347003
C-Singapore,8,-11,2011.5,5739756,3231381,2508375
C-Singapore,8,-10,2011.6,4976627,2740190,2236436
C-Singapore,8,-9,2011.7,5222609,2970175,2252434
C-Singapore,8,-8,2011.8,5572243,3103353,2468890
C-Singapore,8,-7,2011.9,5374228,3005478,2368750
C-Singapore,8,-6,2011.1,4808162,2678009,2130153
C-Singapore,8,-5,2011.11,5488810,3273860,2214950
C-Singapore,8,-4,2011.12,5450586,2929514,2521071
C-Singapore,8,-3,2012.1,4665725,2806049,1859676
C-Singapore,8,-2,2012.2,4567107,2161580,2405527
C-Singapore,8,-1,2012.3,5563116,3134333,2428784
C-Singapore,8,0,2012.4,5121547,3078274,2043273
C-Singapore,8,1,2012.5,6106681,3574295,2532386
C-Singapore,8,2,2012.6,5934287,3571211,2363076
C-Singapore,8,3,2012.7,5551923,3222329,2329594
C-Singapore,8,4,2012.8,5584086,3315041,2269045
C-Singapore,8,5,2012.9,6576802,4046629,2530173
C-Singapore,8,6,2012.1,6612040,4139658,2472382
C-Singapore,8,7,2012.11,6097964,3634306,2463658
C-Singapore,8,8,2012.12,7010318,4190563,2819755
C-Singapore,8,9,2013.1,7151508,4118983,3032525
C-Singapore,8,10,2013.2,4500502,2757210,1743291
C-Singapore,8,11,2013.3,6032169,3529911,2502258
C-Singapore,8,12,2013.4,6681931,4069338,2612593
C-Singapore,8,13,2013.5,6340956,3806981,2533975
C-Singapore,8,14,2013.6,5751162,3620722,2130441
C-Singapore,8,15,2013.7,6434050,3820829,2613221
C-Singapore,8,16,2013.8,6340956,3806981,2533975
C-Singapore,8,17,2013.9,6128045,3523938,2604107
C-Singapore,8,18,2013.1,6664384,4277593,2386791
C-Singapore,8,19,2013.11,6616942,4212743,2404200
C-Singapore,8,20,2013.12,6916942,4212743,2804200
C-Singapore,8,21,2014.1,7415755,4221159,3194596
C-Singapore,8,22,2014.2,4240690,2228513,2012177
C-Singapore,8,23,2014.3,5699407,3230532,2468876
C-Singapore,8,24,2014.4,6605537,3811138,2794398
C-Singapore,8,25,2014.5,6473844,4048390,2425454
C-Singapore,8,26,2014.6,6249974,3925356,2324618
C-Singapore,8,27,2014.7,7061137,4465789,2595348
C-Singapore,8,28,2014.8,6750250,4444511,2305740
C-Singapore,8,29,2014.9,6715620,3980106,2735515
C-Singapore,8,30,2014.1,7077120,4402203,2674916
C-Singapore,8,31,2014.11,6931517,4548868,2382649
C-Singapore,8,32,2014.12,8452155,5549283,2902872
C-Singapore,8,33,2015.1,7747033,5176216,2570816
C-Singapore,8,34,2015.2,6197934,4311168,1886767
C-Singapore,8,35,2015.3,5983629,3596765,2386864
C-Singapore,8,36,2015.4,5696622,3521962,2174660
C-Singapore,8,37,2015.5,6255556,3985476,2270081
C-Singapore,8,38,2015.6,7119590,4266643,2852947
C-Singapore,8,39,2015.7,7703174,5240958,2462216
C-Singapore,8,40,2015.8,6165463,4062721,2102741
C-Singapore,8,41,2015.9,7533937,5137642,2396294
C-Singapore,8,42,2015.1,6139352,4049225,2090127
C-Singapore,8,43,2015.11,6703531,4556283,2147249
C-Singapore,8,44,2015.12,7492010,5281009,2211001
C-Singapore,8,45,2016.1,5992967,4226422,1766544
C-Singapore,8,46,2016.2,4518815,3067707,1451108
C-Singapore,8,47,2016.3,5722658,3825861,1896797
C-Singapore,8,48,2016.4,5921600,3904145,2017456
C-Singapore,8,49,2016.5,6392816,3827744,2565071
C-Singapore,8,50,2016.6,6291950,4219130,2072821
C-Thailand,9,-48,2008.4,3465023,1336380,2106372
C-Thailand,9,-47,2008.5,3714809,1415878,2049145
C-Thailand,9,-46,2008.6,3714810,1440321,2274489
C-Thailand,9,-45,2008.7,3851249,1568058,2283191
C-Thailand,9,-44,2008.8,3694685,1383173,2311512
C-Thailand,9,-43,2008.9,3890980,1438885,2452096
C-Thailand,9,-42,2008.1,3619337,1268987,2350351
C-Thailand,9,-41,2008.11,3016999,1133242,1883757
C-Thailand,9,-40,2008.12,2688541,990884,1697658
C-Thailand,9,-39,2009.1,1931853,823540,1108314
C-Thailand,9,-38,2009.2,2159012,699917,1459095
C-Thailand,9,-37,2009.3,2903422,1070665,1832757
C-Thailand,9,-36,2009.4,2838997,925971,1912026
C-Thailand,9,-35,2009.5,2865016,962702,1902314
C-Thailand,9,-34,2009.6,3256675,1063056,2193619
C-Thailand,9,-33,2009.7,3452484,1188364,2264121
C-Thailand,9,-32,2009.8,3361993,1181009,2180984
C-Thailand,9,-31,2009.9,3921887,1379603,2542284
C-Thailand,9,-30,2009.1,3378173,1186874,2191299
C-Thailand,9,-29,2009.11,3736024,1363417,2372607
C-Thailand,9,-28,2009.12,4366436,1481052,2885384
C-Thailand,9,-27,2010.1,3691744,1290279,2401465
C-Thailand,9,-26,2010.2,3277441,1201435,2075976
C-Thailand,9,-25,2010.3,4549525,1560122,2989403
C-Thailand,9,-24,2010.4,4263164,1447570,2815594
C-Thailand,9,-23,2010.5,4416190,1759081,2657110
C-Thailand,9,-22,2010.6,4463042,1735795,2727246
C-Thailand,9,-21,2010.7,4549779,1825209,2724569
C-Thailand,9,-20,2010.8,4554664,1756657,2798006
C-Thailand,9,-19,2010.9,4873153,1741245,3131908
C-Thailand,9,-18,2010.1,4347039,1666856,2680182
C-Thailand,9,-17,2010.11,4835012,1941615,2893398
C-Thailand,9,-16,2010.12,5138882,1832564,3306317
C-Thailand,9,-15,2011.1,5075575,1913281,3162294
C-Thailand,9,-14,2011.2,3590482,1271813,2318668
C-Thailand,9,-13,2011.3,6200793,2365866,3834927
C-Thailand,9,-12,2011.4,5580473,2151904,3428569
C-Thailand,9,-11,2011.5,5219809,2103819,3115991
C-Thailand,9,-10,2011.6,5605342,2368736,3236606
C-Thailand,9,-9,2011.7,5692347,2397897,3294450
C-Thailand,9,-8,2011.8,6204718,2438436,3766283
C-Thailand,9,-7,2011.9,6250545,2282078,3968467
C-Thailand,9,-6,2011.1,5029127,1973502,3055625
C-Thailand,9,-5,2011.11,4995929,2103836,2892093
C-Thailand,9,-4,2011.12,5298043,2331635,2966408
C-Thailand,9,-3,2012.1,4567773,2159226,2408547
C-Thailand,9,-2,2012.2,4947915,1889630,3058285
C-Thailand,9,-1,2012.3,6222079,2671351,3550728
C-Thailand,9,0,2012.4,5572815,2518584,3054231
C-Thailand,9,1,2012.5,6194667,2744349,3450318
C-Thailand,9,2,2012.6,5876447,2732397,3144050
C-Thailand,9,3,2012.7,5782565,2640278,3142287
C-Thailand,9,4,2012.8,5997743,2621315,3376429
C-Thailand,9,5,2012.9,6409203,2929688,3479515
C-Thailand,9,6,2012.1,5657697,2531246,3126450
C-Thailand,9,7,2012.11,6147923,2872413,3275510
C-Thailand,9,8,2012.12,6303516,2913262,3390253
C-Thailand,9,9,2013.1,5922228,2632041,3290186
C-Thailand,9,10,2013.2,4577209,2058973,2518236
C-Thailand,9,11,2013.3,6242415,2693846,3548569
C-Thailand,9,12,2013.4,6148094,2713149,3434945
C-Thailand,9,13,2013.5,5803192,2731692,3071500
C-Thailand,9,14,2013.6,5325732,2557596,2768135
C-Thailand,9,15,2013.7,6203011,3088441,3114600
C-Thailand,9,16,2013.8,6227434,2732731,3494703
C-Thailand,9,17,2013.9,6227434,2732731,3494703
C-Thailand,9,18,2013.1,5790149,2794263,2995886
C-Thailand,9,19,2013.11,6513171,2981482,3531690
C-Thailand,9,20,2013.12,6513171,2981482,3531690
C-Thailand,9,21,2014.1,6577795,3153860,3423935
C-Thailand,9,22,2014.2,4228227,1550928,2677299
C-Thailand,9,23,2014.3,5840943,2535062,3305881
C-Thailand,9,24,2014.4,5839826,2681522,3158304
C-Thailand,9,25,2014.5,5775633,2796302,2979331
C-Thailand,9,26,2014.6,5441749,2481889,2959860
C-Thailand,9,27,2014.7,6026064,2881610,3144454
C-Thailand,9,28,2014.8,5956847,2885242,3071605
C-Thailand,9,29,2014.9,6745408,3164623,3580784
C-Thailand,9,30,2014.1,6680135,3181435,3498700
C-Thailand,9,31,2014.11,6365703,3444133,2921570
C-Thailand,9,32,2014.12,7247409,3555865,3691544
C-Thailand,9,33,2015.1,6492574,3595621,2896953
C-Thailand,9,34,2015.2,5137625,2943762,2193863
C-Thailand,9,35,2015.3,5664313,2540338,3123975
C-Thailand,9,36,2015.4,5755484,2755090,3000394
C-Thailand,9,37,2015.5,6217874,3006407,3211468
C-Thailand,9,38,2015.6,6217874,3006407,3211468
C-Thailand,9,39,2015.7,6702134,3126695,3575439
C-Thailand,9,40,2015.8,6740847,3321103,3419744
C-Thailand,9,41,2015.9,6789478,3502957,3286520
C-Thailand,9,42,2015.1,6363179,3374614,2988565
C-Thailand,9,43,2015.11,6779064,3682118,3096945
C-Thailand,9,44,2015.12,6967281,3425074,3542208
C-Thailand,9,45,2016.1,6064177,3397547,2666630
C-Thailand,9,46,2016.2,4470400,2279184,2191216
C-Thailand,9,47,2016.3,6240065,3315297,2924769
C-Thailand,9,48,2016.4,5987592,3218629,2768963
C-Thailand,9,49,2016.5,6161317,3332300,2829016
C-Thailand,9,50,2016.6,6223471,3404354,2819117
